transport_type,vehicle_type,drive,unit,medium,scope,date,measure,value,economy,frequency
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,02_BD,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,03_CDA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,04_CHL,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,05_PRC,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,06_HKC,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,07_INA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,08_JPN,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,09_ROK,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,10_MAS,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,11_MEX,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,12_NZ,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,13_PNG,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,14_PE,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,15_RP,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,16_RUS,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,17_SIN,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,18_CT,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,19_THA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,20_USA,Yearly
passenger,bus,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,84134182.77363858,21_VN,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,01_AUS,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,02_BD,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,03_CDA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,04_CHL,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,05_PRC,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,06_HKC,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,07_INA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,08_JPN,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,09_ROK,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,10_MAS,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,11_MEX,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,12_NZ,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,13_PNG,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,14_PE,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,15_RP,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,16_RUS,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,17_SIN,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,18_CT,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,19_THA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,20_USA,Yearly
passenger,bus,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,74458751.75467014,21_VN,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,01_AUS,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,02_BD,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,03_CDA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,04_CHL,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,05_PRC,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,06_HKC,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,07_INA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,08_JPN,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,09_ROK,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,10_MAS,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,11_MEX,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,12_NZ,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,13_PNG,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,14_PE,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,15_RP,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,16_RUS,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,17_SIN,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,18_CT,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,19_THA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,20_USA,Yearly
passenger,car,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,21_VN,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,01_AUS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,02_BD,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,03_CDA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,04_CHL,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,05_PRC,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,06_HKC,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,07_INA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,08_JPN,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,09_ROK,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,10_MAS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,11_MEX,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,12_NZ,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,13_PNG,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,14_PE,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,15_RP,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,16_RUS,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,17_SIN,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,18_CT,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,19_THA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,20_USA,Yearly
passenger,car,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,21_VN,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,01_AUS,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,02_BD,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,03_CDA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,04_CHL,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,05_PRC,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,06_HKC,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,07_INA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,08_JPN,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,09_ROK,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,10_MAS,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,11_MEX,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,12_NZ,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,13_PNG,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,14_PE,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,15_RP,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,16_RUS,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,17_SIN,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,18_CT,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,19_THA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,20_USA,Yearly
passenger,lt,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,266898975.53497234,21_VN,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,01_AUS,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,02_BD,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,03_CDA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,04_CHL,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,05_PRC,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,06_HKC,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,07_INA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,08_JPN,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,09_ROK,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,10_MAS,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,11_MEX,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,12_NZ,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,13_PNG,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,14_PE,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,15_RP,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,16_RUS,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,17_SIN,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,18_CT,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,19_THA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,20_USA,Yearly
passenger,lt,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,236205593.34845054,21_VN,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,01_AUS,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,02_BD,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,03_CDA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,04_CHL,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,05_PRC,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,06_HKC,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,07_INA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,08_JPN,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,09_ROK,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,10_MAS,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,11_MEX,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,12_NZ,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,13_PNG,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,14_PE,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,15_RP,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,16_RUS,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,17_SIN,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,18_CT,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,19_THA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,20_USA,Yearly
passenger,suv,ice_d,Km_per_PJ,road,national,2019-12-31,Efficiency,369083154.7397903,21_VN,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,01_AUS,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,02_BD,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,03_CDA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,04_CHL,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,05_PRC,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,06_HKC,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,07_INA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,08_JPN,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,09_ROK,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,10_MAS,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,11_MEX,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,12_NZ,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,13_PNG,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,14_PE,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,15_RP,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,16_RUS,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,17_SIN,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,18_CT,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,19_THA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,20_USA,Yearly
passenger,suv,ice_g,Km_per_PJ,road,national,2019-12-31,Efficiency,326638591.9447144,21_VN,Yearly
