,date,economy,measure,vehicle_type,unit,medium,transport_type,drive,fuel,frequency,scope,potential_datapoints,num_datapoints,dataset,value,dataset_selection_method,comment
86,2017,11_MEX,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,21.28033713271769,single_datapoint,no_comment
87,2017,11_MEX,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,13239566545.91944,single_datapoint,no_comment
88,2017,11_MEX,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,134.18651371212852,single_datapoint,no_comment
89,2017,11_MEX,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,82086181150.21255,single_datapoint,no_comment
90,2017,11_MEX,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,1219.7887527975777,single_datapoint,no_comment
91,2017,11_MEX,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,434274285450.8856,single_datapoint,no_comment
92,2017,12_NZ,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.855244548034119,single_datapoint,no_comment
93,2017,12_NZ,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,466134655.0,single_datapoint,no_comment
94,2017,12_NZ,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,4.038498395271259,single_datapoint,no_comment
95,2017,12_NZ,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3413167632.0,single_datapoint,no_comment
96,2017,12_NZ,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,132.80752627633623,single_datapoint,no_comment
97,2017,12_NZ,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,61458935233.0,single_datapoint,no_comment
98,2017,13_PNG,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.0131787449945701,single_datapoint,no_comment
99,2017,13_PNG,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,10378028.0,single_datapoint,no_comment
100,2017,13_PNG,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,9.06178116665288,single_datapoint,no_comment
101,2017,13_PNG,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,7962839269.0,single_datapoint,no_comment
102,2017,13_PNG,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3.277962351988921,single_datapoint,no_comment
103,2017,13_PNG,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,1581258614.0,single_datapoint,no_comment
104,2017,14_PE,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,0.9207586705318263,single_datapoint,no_comment
105,2017,14_PE,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,552911205.1901187,single_datapoint,no_comment
106,2017,14_PE,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,25.73489470988749,single_datapoint,no_comment
107,2017,14_PE,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,17213449090.69622,single_datapoint,no_comment
108,2017,14_PE,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,93.66728233054673,single_datapoint,no_comment
109,2017,14_PE,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,41025090082.76919,single_datapoint,no_comment
110,2017,15_RP,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,30.77582755159381,single_datapoint,no_comment
111,2017,15_RP,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,17738304220.0,single_datapoint,no_comment
112,2017,15_RP,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,11.684098976282208,single_datapoint,no_comment
113,2017,15_RP,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,11121516970.0,single_datapoint,no_comment
114,2017,15_RP,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,239.11758816954037,single_datapoint,no_comment
115,2017,15_RP,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,103063178254.0,single_datapoint,no_comment
116,2017,16_RUS,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3.548422228826445,single_datapoint,no_comment
117,2017,16_RUS,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,3230144590.036826,single_datapoint,no_comment
118,2010,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,140600000000.0,Manual,no_comment
119,2011,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,138600000000.0,Manual,no_comment
120,2012,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,133300000000.0,Manual,no_comment
121,2013,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,126000000000.0,Manual,no_comment
122,2014,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,127100000000.0,Manual,no_comment
123,2015,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,126300000000.0,Manual,no_comment
124,2016,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,124300000000.0,Manual,no_comment
125,2017,16_RUS,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,109.3715236559114,single_datapoint,no_comment
126,2017,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'ato $ country_official_statistics']",2,ato $ country_official_statistics,123400000000.0,Manual,no_comment
127,2018,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,122500000000.0,Manual,no_comment
128,2019,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,122500000000.0,Manual,no_comment
129,2020,16_RUS,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,88700000000.0,Manual,no_comment
130,2017,16_RUS,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,1360.3432447423063,single_datapoint,no_comment
131,2017,16_RUS,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,1038265276273.8597,single_datapoint,no_comment
132,2017,17_SIN,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,2.717860353206891,single_datapoint,no_comment
133,2017,17_SIN,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,1679454350.0000002,single_datapoint,no_comment
134,2017,17_SIN,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,12.944762428957091,single_datapoint,no_comment
135,2017,17_SIN,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,6099443423.0,single_datapoint,no_comment
136,2017,17_SIN,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,45.12292963757422,single_datapoint,no_comment
137,2017,17_SIN,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,17389512274.0,single_datapoint,no_comment
138,2017,18_CT,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,37.50387122776253,single_datapoint,no_comment
139,2017,18_CT,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,34950990276.833595,single_datapoint,no_comment
140,2010,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,16307047000.0,Manual,no_comment
141,2011,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17039887999.999998,Manual,no_comment
142,2012,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17585569000.0,Manual,no_comment
143,2013,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17927530000.0,Manual,no_comment
144,2014,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,18384479000.0,Manual,no_comment
145,2015,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17565272000.0,Manual,no_comment
146,2016,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17378671000.0,Manual,no_comment
147,2017,18_CT,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,6.377318025742902,single_datapoint,no_comment
148,2017,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,"['8th_edition_transport_model $ reference', 'ato $ country_official_statistics']",2,ato $ country_official_statistics,17053464000.0,Manual,no_comment
149,2018,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17136287000.0,Manual,no_comment
150,2019,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,17064210000.0,Manual,no_comment
151,2020,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,14302635000.0,Manual,no_comment
152,2021,18_CT,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['ato $ country_official_statistics'],1,ato $ country_official_statistics,10133414000.0,Manual,no_comment
153,2017,18_CT,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,308.8765390005511,single_datapoint,no_comment
154,2017,18_CT,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,117571247847.9041,single_datapoint,no_comment
155,2017,19_THA,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,99.85938437070091,single_datapoint,no_comment
156,2017,19_THA,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,104424142547.93997,single_datapoint,no_comment
157,2017,19_THA,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,27.238900109352432,single_datapoint,no_comment
158,2017,19_THA,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,63261973936.69987,single_datapoint,no_comment
159,2017,19_THA,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,539.2871544245369,single_datapoint,no_comment
160,2017,19_THA,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,234954320732.86517,single_datapoint,no_comment
161,2017,20_USA,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,25.410384056301883,single_datapoint,no_comment
162,2017,20_USA,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,38247660441.72478,single_datapoint,no_comment
163,2017,20_USA,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,276.38200946087926,single_datapoint,no_comment
164,2017,20_USA,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,580041990331.3682,single_datapoint,no_comment
165,2017,20_USA,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,13479.27245296836,single_datapoint,no_comment
166,2017,20_USA,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,6542368747835.767,single_datapoint,no_comment
167,2017,21_VN,energy,2w,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,135.64425149970612,single_datapoint,no_comment
168,2017,21_VN,passenger_km,2w,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,171899760908.00003,single_datapoint,no_comment
169,2017,21_VN,energy,bus,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,50.699435094542466,single_datapoint,no_comment
170,2017,21_VN,passenger_km,bus,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,119487483410.0,single_datapoint,no_comment
171,2017,21_VN,energy,ldv,pj,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,130.76834966598165,single_datapoint,no_comment
172,2017,21_VN,passenger_km,ldv,passenger_km,road,passenger,all,all,yearly,national,['8th_edition_transport_model $ reference'],1,8th_edition_transport_model $ reference,70190054438.0,single_datapoint,no_comment
